product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B0823793367,Producto OfficeProducts 80,OfficeProducts,500.0,962.0,48.0,4.1,4188.0
B0295210370,Producto Computers&Accessories 81,Computers&Accessories,1554.0,3172.0,51.0,4.0,4202.0
B0495217829,Producto Electronics 82,Electronics,493.0,1263.0,61.0,4.0,11075.0
B0622952577,Producto Electronics 83,Electronics,1157.0,1523.0,24.0,4.3,5816.0
B0806088418,Producto Electronics 84,Electronics,1247.0,3564.0,65.0,3.8,15712.0
B0378916496,Producto Electronics 85,Electronics,4358.0,5516.0,21.0,4.2,7803.0
B0246728136,Producto Home&Kitchen 86,Home&Kitchen,2499.0,4715.0,47.0,3.9,8310.0
B0803574307,Producto Home&Kitchen 87,Home&Kitchen,244.0,443.0,45.0,3.8,16985.0
B0272433374,Producto OfficeProducts 88,OfficeProducts,274.0,805.0,66.0,4.0,11119.0
B0816166753,Producto Computers&Accessories 89,Computers&Accessories,916.0,2081.0,56.0,4.0,14051.0
B0637048279,Producto Electronics 90,Electronics,2022.0,2324.0,13.0,3.8,362.0
B0973100923,Producto Home&Kitchen 91,Home&Kitchen,1266.0,2753.0,54.0,4.3,4159.0
B0609915720,Producto Home&Kitchen 92,Home&Kitchen,1621.0,1885.0,14.0,3.7,3594.0
B0935499897,Producto Computers&Accessories 93,Computers&Accessories,1764.0,3208.0,45.0,4.1,4988.0
B0138578154,Producto Home&Kitchen 94,Home&Kitchen,388.0,417.0,7.0,4.1,1282.0
B0947875713,Producto Computers&Accessories 95,Computers&Accessories,704.0,1564.0,55.0,4.1,10037.0
B0639346388,Producto Computers&Accessories 96,Computers&Accessories,1386.0,2166.0,36.0,4.2,10324.0
B0635305633,Producto Computers&Accessories 97,Computers&Accessories,1470.0,2371.0,38.0,3.9,3619.0
B0165015834,Producto Electronics 98,Electronics,11686.0,14607.0,20.0,4.1,2674.0
B0697665444,Producto Electronics 99,Electronics,1570.0,2617.0,40.0,4.2,2810.0
B0253377347,Producto Electronics 100,Electronics,101.0,140.0,28.0,4.2,8090.0
B0930136333,Producto Home&Kitchen 101,Home&Kitchen,630.0,1313.0,52.0,3.5,2784.0
B0594622817,Producto Electronics 102,Electronics,3425.0,4824.0,29.0,4.1,4032.0
B0950235670,Producto Computers&Accessories 103,Computers&Accessories,1651.0,2172.0,24.0,4.2,9949.0
B0678355689,Producto HomeImprovement 104,HomeImprovement,42.0,100.0,58.0,3.9,6197.0
B0900654296,Producto Electronics 105,Electronics,2780.0,4149.0,33.0,3.8,3640.0
B0173941952,Producto Computers&Accessories 106,Computers&Accessories,1325.0,3082.0,57.0,3.8,2507.0
B0616218738,Producto Home&Kitchen 107,Home&Kitchen,187.0,374.0,50.0,3.7,3949.0
B0605251574,Producto Electronics 108,Electronics,1371.0,1853.0,26.0,4.2,1855.0
B0616700783,Producto Electronics 109,Electronics,2571.0,3174.0,19.0,4.6,5214.0
B0400923086,Producto Electronics 110,Electronics,1394.0,2080.0,33.0,3.8,2209.0
B0913602655,Producto Electronics 111,Electronics,1833.0,2381.0,23.0,3.8,2207.0
B0532408397,Producto Toys&Games 112,Toys&Games,583.0,940.0,38.0,4.0,4091.0
B0438472168,Producto Home&Kitchen 113,Home&Kitchen,434.0,735.0,41.0,3.6,12230.0
B0525282132,Producto Home&Kitchen 114,Home&Kitchen,146.0,275.0,47.0,3.8,5660.0
B0645168054,Producto OfficeProducts 115,OfficeProducts,730.0,1258.0,42.0,4.0,1211.0
B0994579950,Producto Home&Kitchen 116,Home&Kitchen,156.0,487.0,68.0,3.8,3796.0
B0248623609,Producto Electronics 117,Electronics,2032.0,2822.0,28.0,4.3,2400.0
B0457176902,Producto OfficeProducts 118,OfficeProducts,153.0,438.0,65.0,3.7,2498.0
B0647959523,Producto Computers&Accessories 119,Computers&Accessories,276.0,707.0,61.0,4.3,3384.0
B0716934996,Producto Home&Kitchen 120,Home&Kitchen,1500.0,2308.0,35.0,4.4,3769.0
B0204095627,Producto OfficeProducts 121,OfficeProducts,640.0,1143.0,44.0,4.1,2249.0
B0197998606,Producto Electronics 122,Electronics,1453.0,2421.0,40.0,4.0,2060.0
B0548792353,Producto Electronics 123,Electronics,1416.0,3294.0,57.0,4.1,3005.0
B0799002091,Producto Electronics 124,Electronics,1920.0,3622.0,47.0,3.9,2343.0
B0967945510,Producto Computers&Accessories 125,Computers&Accessories,300.0,749.0,60.0,3.5,1619.0
B0618437861,Producto Home&Kitchen 126,Home&Kitchen,231.0,513.0,55.0,3.8,7313.0
B0699583437,Producto OfficeProducts 127,OfficeProducts,469.0,651.0,28.0,4.0,2500.0
B0440275382,Producto Electronics 128,Electronics,497.0,1104.0,55.0,3.8,3627.0
B0794423226,Producto Computers&Accessories 129,Computers&Accessories,1171.0,2019.0,42.0,3.9,3105.0
B0563339549,Producto Computers&Accessories 130,Computers&Accessories,63.0,139.0,55.0,4.2,2821.0
B0951080579,Producto Electronics 131,Electronics,786.0,2311.0,66.0,4.1,2242.0
B0169477118,Producto Electronics 132,Electronics,1856.0,4124.0,55.0,4.3,10126.0
B0461086094,Producto Electronics 133,Electronics,2806.0,3897.0,28.0,4.1,1606.0
B0952786594,Producto Toys&Games 134,Toys&Games,1124.0,1629.0,31.0,4.1,1760.0
B0795018476,Producto Electronics 135,Electronics,562.0,1196.0,53.0,3.8,9686.0
B0431902006,Producto Computers&Accessories 136,Computers&Accessories,991.0,1944.0,49.0,3.6,2181.0
B0356281537,Producto Home&Kitchen 137,Home&Kitchen,759.0,2371.0,68.0,4.0,5444.0
B0896315371,Producto Computers&Accessories 138,Computers&Accessories,1307.0,2562.0,49.0,3.8,3026.0
B0961675067,Producto Health&PersonalCare 139,Health&PersonalCare,509.0,878.0,42.0,4.0,4097.0
B0246038807,Producto Car&Motorbike 140,Car&Motorbike,228.0,415.0,45.0,3.7,11665.0
B0622811819,Producto Electronics 141,Electronics,2029.0,3498.0,42.0,4.2,2250.0
B0485420126,Producto Computers&Accessories 142,Computers&Accessories,1162.0,1735.0,33.0,3.8,5797.0
B0292378836,Producto Electronics 143,Electronics,1357.0,3571.0,62.0,4.0,9318.0
B0361056002,Producto Electronics 144,Electronics,947.0,1661.0,43.0,4.0,7280.0
B0323107583,Producto Electronics 145,Electronics,4762.0,7937.0,40.0,4.3,14431.0
B0564383045,Producto Computers&Accessories 146,Computers&Accessories,2234.0,3385.0,34.0,4.5,314.0
B0944878495,Producto Computers&Accessories 147,Computers&Accessories,1187.0,4566.0,74.0,4.6,1547.0
B0126128257,Producto Electronics 148,Electronics,3005.0,4117.0,27.0,3.6,1117.0
B0904617303,Producto Electronics 149,Electronics,1437.0,1819.0,21.0,3.8,1845.0
B0216435820,Producto HomeImprovement 150,HomeImprovement,913.0,1548.0,41.0,3.8,4760.0
B0810566458,Producto Electronics 151,Electronics,5276.0,7994.0,34.0,4.1,1679.0
B0271487995,Producto Electronics 152,Electronics,2591.0,4113.0,37.0,4.1,1724.0
B0740763098,Producto Computers&Accessories 153,Computers&Accessories,431.0,918.0,53.0,3.9,4929.0
B0425796552,Producto Health&PersonalCare 154,Health&PersonalCare,153.0,306.0,50.0,3.8,6340.0
B0759633910,Producto Electronics 155,Electronics,996.0,3434.0,71.0,3.8,4957.0
B0515081741,Producto Home&Kitchen 156,Home&Kitchen,2148.0,3255.0,34.0,3.2,3935.0
B0527346738,Producto Home&Kitchen 157,Home&Kitchen,2553.0,3927.0,35.0,3.6,489.0
B0395724682,Producto Electronics 158,Electronics,774.0,1579.0,51.0,4.3,2663.0
B0770709837,Producto Home&Kitchen 159,Home&Kitchen,848.0,1631.0,48.0,4.4,2015.0
B0578490191,Producto Computers&Accessories 160,Computers&Accessories,594.0,1263.0,53.0,4.4,3390.0
B0276461833,Producto Home&Kitchen 161,Home&Kitchen,281.0,375.0,25.0,4.2,3571.0
B0944961235,Producto Home&Kitchen 162,Home&Kitchen,931.0,1899.0,51.0,3.7,429.0
B0550618703,Producto Computers&Accessories 163,Computers&Accessories,1212.0,2331.0,48.0,3.7,2257.0
B0788988795,Producto Electronics 164,Electronics,2149.0,3907.0,45.0,3.5,1641.0
B0976766393,Producto MusicalInstruments 165,MusicalInstruments,1339.0,2195.0,39.0,3.8,647.0
B0532635000,Producto Electronics 166,Electronics,3178.0,4182.0,24.0,4.0,5528.0
B0636967759,Producto Electronics 167,Electronics,1871.0,4068.0,54.0,3.8,4238.0
B0291634125,Producto Electronics 168,Electronics,3898.0,5997.0,35.0,4.1,2447.0
B0361696052,Producto Computers&Accessories 169,Computers&Accessories,822.0,1027.0,20.0,4.1,669.0
B0132388763,Producto Home&Kitchen 170,Home&Kitchen,1765.0,2323.0,24.0,3.8,10994.0
B0447800849,Producto Electronics 171,Electronics,3367.0,5612.0,40.0,3.6,2648.0
B0300391065,Producto Computers&Accessories 172,Computers&Accessories,1779.0,2655.0,33.0,4.4,2073.0
B0845013605,Producto Electronics 173,Electronics,1706.0,3412.0,50.0,4.0,2814.0
B0234477446,Producto Home&Kitchen 174,Home&Kitchen,372.0,1161.0,68.0,4.6,4869.0
B0998482092,Producto Electronics 175,Electronics,2181.0,3116.0,30.0,4.0,14480.0
B0701143393,Producto Home&Kitchen 176,Home&Kitchen,627.0,1280.0,51.0,4.1,6177.0
B0611890414,Producto Computers&Accessories 177,Computers&Accessories,266.0,484.0,45.0,3.7,1139.0
B0402537414,Producto Toys&Games 178,Toys&Games,1427.0,3037.0,53.0,3.9,8134.0
B0646664416,Producto Electronics 179,Electronics,1738.0,6952.0,75.0,3.7,3368.0
B0546209971,Producto Electronics 180,Electronics,6429.0,10539.0,39.0,3.6,41.0
B0307584369,Producto Electronics 181,Electronics,3860.0,5216.0,26.0,4.2,6818.0
B0239021798,Producto Toys&Games 182,Toys&Games,182.0,443.0,59.0,4.0,9063.0
B0499052564,Producto OfficeProducts 183,OfficeProducts,699.0,945.0,26.0,3.8,2278.0
B0479581680,Producto Electronics 184,Electronics,2922.0,5963.0,51.0,3.8,2186.0
B0647598491,Producto Home&Kitchen 185,Home&Kitchen,292.0,550.0,47.0,3.9,8300.0
B0510784095,Producto Home&Kitchen 186,Home&Kitchen,1538.0,2958.0,48.0,4.3,2568.0
B0388116779,Producto Computers&Accessories 187,Computers&Accessories,574.0,1473.0,61.0,4.1,12422.0
B0749525839,Producto Computers&Accessories 188,Computers&Accessories,1598.0,3474.0,54.0,3.7,2071.0
B0254860855,Producto Electronics 189,Electronics,6132.0,8637.0,29.0,4.3,3691.0
B0992256393,Producto Electronics 190,Electronics,3160.0,4104.0,23.0,4.4,5605.0
B0792309654,Producto OfficeProducts 191,OfficeProducts,798.0,1735.0,54.0,4.2,6040.0
B0470640815,Producto HomeImprovement 192,HomeImprovement,127.0,245.0,48.0,4.3,2405.0
B0973961907,Producto Home&Kitchen 193,Home&Kitchen,109.0,456.0,76.0,4.4,9214.0
B0687358350,Producto Electronics 194,Electronics,753.0,1637.0,54.0,3.6,6726.0
B0366181631,Producto Electronics 195,Electronics,360.0,590.0,39.0,4.5,1677.0
B0370358326,Producto Home&Kitchen 196,Home&Kitchen,1955.0,3258.0,40.0,4.3,6756.0
B0262471210,Producto OfficeProducts 197,OfficeProducts,544.0,1469.0,63.0,4.2,4888.0
B0866832177,Producto OfficeProducts 198,OfficeProducts,309.0,412.0,25.0,3.9,1147.0
B0490945029,Producto Home&Kitchen 199,Home&Kitchen,1359.0,4853.0,72.0,3.7,6079.0
B0697322239,Producto Home&Kitchen 200,Home&Kitchen,581.0,985.0,41.0,3.9,7553.0
B0518904736,Producto Electronics 201,Electronics,4652.0,10819.0,57.0,4.2,3019.0
B0956141885,Producto Electronics 202,Electronics,6139.0,10963.0,44.0,3.7,4894.0
B0125327158,Producto OfficeProducts 203,OfficeProducts,299.0,393.0,24.0,3.9,2197.0
B0718001830,Producto Computers&Accessories 204,Computers&Accessories,2049.0,3725.0,45.0,3.7,6010.0
B0250459787,Producto Electronics 205,Electronics,3633.0,7124.0,49.0,3.9,9459.0
B0597246067,Producto Electronics 206,Electronics,999.0,1922.0,48.0,3.6,4415.0
B0803629283,Producto Home&Kitchen 207,Home&Kitchen,54.0,100.0,46.0,3.6,6159.0
B0909211934,Producto Electronics 208,Electronics,4394.0,5858.0,25.0,4.1,7155.0
B0199892553,Producto Electronics 209,Electronics,415.0,1596.0,74.0,3.9,2994.0
B0663256244,Producto Computers&Accessories 210,Computers&Accessories,618.0,1873.0,67.0,3.9,3413.0
B0404991009,Producto Home&Kitchen 211,Home&Kitchen,909.0,1443.0,37.0,3.8,4882.0
B0885171624,Producto Home&Kitchen 212,Home&Kitchen,1005.0,1896.0,47.0,4.8,16539.0
B0316508681,Producto Electronics 213,Electronics,1606.0,2510.0,36.0,4.2,1140.0
B0381201098,Producto Home&Kitchen 214,Home&Kitchen,760.0,1521.0,50.0,4.2,7494.0
B0865557944,Producto Electronics 215,Electronics,5389.0,7485.0,28.0,3.8,7810.0
B0853729869,Producto Electronics 216,Electronics,233.0,416.0,44.0,4.2,3948.0
B0301755138,Producto Home&Kitchen 217,Home&Kitchen,183.0,321.0,43.0,3.9,3916.0
B0515316408,Producto Home&Kitchen 218,Home&Kitchen,207.0,423.0,51.0,3.8,3952.0
B0569428896,Producto MusicalInstruments 219,MusicalInstruments,532.0,1611.0,67.0,4.6,6364.0
B0597583875,Producto Home&Kitchen 220,Home&Kitchen,582.0,2156.0,73.0,4.2,2781.0
B0151264422,Producto Computers&Accessories 221,Computers&Accessories,2244.0,4234.0,47.0,4.2,4227.0
B0278158127,Producto Electronics 222,Electronics,1085.0,2855.0,62.0,3.8,2148.0
B0656105981,Producto Computers&Accessories 223,Computers&Accessories,429.0,1788.0,76.0,3.7,8082.0
B0833568334,Producto Electronics 224,Electronics,4686.0,8367.0,44.0,4.0,545.0
B0398165647,Producto Electronics 225,Electronics,2764.0,3893.0,29.0,3.8,6275.0
B0582806949,Producto Health&PersonalCare 226,Health&PersonalCare,253.0,367.0,31.0,4.1,8420.0
B0500526595,Producto Computers&Accessories 227,Computers&Accessories,3354.0,3900.0,14.0,4.1,3513.0
B0991434871,Producto OfficeProducts 228,OfficeProducts,381.0,1155.0,67.0,4.1,19098.0
B0616540534,Producto Home&Kitchen 229,Home&Kitchen,686.0,1673.0,59.0,4.3,8098.0
B0689213594,Producto Home&Kitchen 230,Home&Kitchen,255.0,773.0,67.0,4.1,7138.0
B0252289749,Producto Computers&Accessories 231,Computers&Accessories,384.0,872.0,56.0,3.8,510.0
B0774313685,Producto Computers&Accessories 232,Computers&Accessories,694.0,950.0,27.0,3.9,7604.0
B0304749584,Producto Computers&Accessories 233,Computers&Accessories,570.0,1000.0,43.0,4.0,1681.0
B0130596588,Producto Electronics 234,Electronics,501.0,1473.0,66.0,4.3,2110.0
B0916584543,Producto Home&Kitchen 235,Home&Kitchen,315.0,807.0,61.0,4.1,6311.0
B0193582835,Producto Electronics 236,Electronics,1616.0,3297.0,51.0,3.9,2052.0
B0454747461,Producto Electronics 237,Electronics,2522.0,3603.0,30.0,4.2,3318.0
B0268891061,Producto Home&Kitchen 238,Home&Kitchen,369.0,444.0,17.0,4.0,7385.0
B0567274592,Producto Electronics 239,Electronics,1766.0,4013.0,56.0,4.5,19053.0
B0388144135,Producto Toys&Games 240,Toys&Games,273.0,802.0,66.0,4.1,3119.0
B0538982001,Producto Car&Motorbike 241,Car&Motorbike,356.0,1147.0,69.0,3.8,4195.0
B0545659132,Producto HomeImprovement 242,HomeImprovement,349.0,601.0,42.0,4.3,14993.0
B0318775732,Producto Computers&Accessories 243,Computers&Accessories,212.0,756.0,72.0,3.9,10699.0
B0326045923,Producto Electronics 244,Electronics,3716.0,5022.0,26.0,4.0,1620.0
B0576048388,Producto Toys&Games 245,Toys&Games,287.0,797.0,64.0,4.1,3121.0
B0793216452,Producto Computers&Accessories 246,Computers&Accessories,1618.0,2697.0,40.0,4.0,8235.0
B0872165678,Producto Car&Motorbike 247,Car&Motorbike,599.0,881.0,32.0,3.9,327.0
B0421585097,Producto Car&Motorbike 248,Car&Motorbike,366.0,795.0,54.0,3.6,8854.0
B0299151143,Producto OfficeProducts 249,OfficeProducts,899.0,1342.0,33.0,3.7,8944.0
B0170079097,Producto Electronics 250,Electronics,1602.0,2627.0,39.0,4.3,3488.0
B0464789382,Producto Computers&Accessories 251,Computers&Accessories,1263.0,2339.0,46.0,4.1,14499.0
B0936785291,Producto OfficeProducts 252,OfficeProducts,269.0,625.0,57.0,4.6,9430.0
B0326451293,Producto Electronics 253,Electronics,777.0,1618.0,52.0,3.7,1149.0
B0481744792,Producto Electronics 254,Electronics,1613.0,2304.0,30.0,4.0,3992.0
B0454985499,Producto Computers&Accessories 255,Computers&Accessories,2264.0,7302.0,69.0,4.4,3412.0
B0521492138,Producto Toys&Games 256,Toys&Games,147.0,408.0,64.0,3.9,6026.0
B0248705868,Producto Home&Kitchen 257,Home&Kitchen,529.0,1323.0,60.0,3.9,1260.0
B0193376048,Producto Computers&Accessories 258,Computers&Accessories,638.0,1204.0,47.0,3.9,14011.0
B0455293013,Producto Electronics 259,Electronics,1688.0,3184.0,47.0,3.9,6833.0
B0551909905,Producto Computers&Accessories 260,Computers&Accessories,727.0,1136.0,36.0,4.1,2751.0
B0284436250,Producto Health&PersonalCare 261,Health&PersonalCare,180.0,327.0,45.0,3.5,4137.0
B0705696839,Producto Electronics 262,Electronics,361.0,820.0,56.0,4.5,6016.0
B0660624348,Producto Computers&Accessories 263,Computers&Accessories,941.0,2240.0,58.0,3.8,15206.0
B0476962681,Producto OfficeProducts 264,OfficeProducts,164.0,497.0,67.0,3.5,3946.0
B0705772136,Producto Home&Kitchen 265,Home&Kitchen,1142.0,1813.0,37.0,4.0,4706.0
B0141960441,Producto Home&Kitchen 266,Home&Kitchen,465.0,1192.0,61.0,3.9,1046.0
B0659823940,Producto Home&Kitchen 267,Home&Kitchen,272.0,664.0,59.0,4.0,6014.0
B0199454534,Producto Computers&Accessories 268,Computers&Accessories,533.0,874.0,39.0,4.1,6040.0
B0892967829,Producto Electronics 269,Electronics,2987.0,3319.0,10.0,4.1,984.0
B0143103662,Producto Home&Kitchen 270,Home&Kitchen,2126.0,2995.0,29.0,4.4,7891.0
B0988120053,Producto Home&Kitchen 271,Home&Kitchen,606.0,777.0,22.0,3.8,227.0
B0464129987,Producto OfficeProducts 272,OfficeProducts,60.0,100.0,40.0,4.2,3852.0
B0939367711,Producto HomeImprovement 273,HomeImprovement,698.0,1164.0,40.0,4.2,935.0
B0414922962,Producto Computers&Accessories 274,Computers&Accessories,2510.0,4649.0,46.0,3.3,3143.0
B0878297964,Producto Computers&Accessories 275,Computers&Accessories,1107.0,3075.0,64.0,3.8,3293.0
B0403949664,Producto Home&Kitchen 276,Home&Kitchen,225.0,402.0,44.0,3.6,5208.0
B0491073280,Producto Home&Kitchen 277,Home&Kitchen,506.0,1367.0,63.0,4.2,5419.0
B0805183925,Producto Home&Kitchen 278,Home&Kitchen,1661.0,2244.0,26.0,4.1,5342.0
B0104725421,Producto Home&Kitchen 279,Home&Kitchen,563.0,880.0,36.0,4.1,4433.0
B0212454312,Producto OfficeProducts 280,OfficeProducts,325.0,422.0,23.0,3.9,7574.0
B0250022391,Producto Electronics 281,Electronics,825.0,2171.0,62.0,4.0,10900.0
B0688679787,Producto Computers&Accessories 282,Computers&Accessories,800.0,1778.0,55.0,4.0,2358.0
B0732258417,Producto Electronics 283,Electronics,662.0,1142.0,42.0,3.9,8992.0
B0412472872,Producto Computers&Accessories 284,Computers&Accessories,1469.0,2408.0,39.0,4.2,6294.0
B0790988807,Producto Electronics 285,Electronics,2757.0,3996.0,31.0,3.7,8114.0
B0492249247,Producto Computers&Accessories 286,Computers&Accessories,1169.0,2541.0,54.0,3.8,1528.0
B0874412317,Producto Computers&Accessories 287,Computers&Accessories,926.0,2012.0,54.0,4.1,1307.0
B0975287853,Producto Electronics 288,Electronics,787.0,1109.0,29.0,3.9,920.0
B0333481691,Producto Computers&Accessories 289,Computers&Accessories,951.0,1698.0,44.0,3.7,11534.0
B0233610344,Producto Electronics 290,Electronics,5218.0,10436.0,50.0,4.2,13107.0
