product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B0594622817,Producto Electronics 102,Electronics,"₹3,425","₹4,824",29%,4.1,"4,032"
B0950235670,Producto Computers&Accessories 103,Computers&Accessories,"₹1,651","₹2,172",24%,4.2,"9,949"
B0678355689,Producto HomeImprovement 104,HomeImprovement,₹42,₹100,58%,3.9,"6,197"
B0900654296,Producto Electronics 105,Electronics,"₹2,780","₹4,149",33%,3.8,"3,640"
B0173941952,Producto Computers&Accessories 106,Computers&Accessories,"₹1,325","₹3,082",57%,3.8,"2,507"
B0616218738,Producto Home&Kitchen 107,Home&Kitchen,₹187,₹374,50%,3.7,"3,949"
B0605251574,Producto Electronics 108,Electronics,"₹1,371","₹1,853",26%,4.2,"1,855"
B0616700783,Producto Electronics 109,Electronics,"₹2,571","₹3,174",19%,4.6,"5,214"
B0400923086,Producto Electronics 110,Electronics,"₹1,394","₹2,080",33%,3.8,"2,209"
B0913602655,Producto Electronics 111,Electronics,"₹1,833","₹2,381",23%,3.8,"2,207"
B0532408397,Producto Toys&Games 112,Toys&Games,₹583,₹940,38%,4.0,"4,091"
B0438472168,Producto Home&Kitchen 113,Home&Kitchen,₹434,₹735,41%,3.6,"12,230"
B0525282132,Producto Home&Kitchen 114,Home&Kitchen,₹146,₹275,47%,3.8,"5,660"
B0645168054,Producto OfficeProducts 115,OfficeProducts,₹730,"₹1,258",42%,4.0,"1,211"
B0994579950,Producto Home&Kitchen 116,Home&Kitchen,₹156,₹487,68%,3.8,"3,796"
B0248623609,Producto Electronics 117,Electronics,"₹2,032","₹2,822",28%,4.3,"2,400"
B0457176902,Producto OfficeProducts 118,OfficeProducts,₹153,₹438,65%,3.7,"2,498"
B0647959523,Producto Computers&Accessories 119,Computers&Accessories,₹276,₹707,61%,4.3,"3,384"
B0716934996,Producto Home&Kitchen 120,Home&Kitchen,"₹1,500","₹2,308",35%,4.4,"3,769"
B0204095627,Producto OfficeProducts 121,OfficeProducts,₹640,"₹1,143",44%,4.1,"2,249"
B0197998606,Producto Electronics 122,Electronics,"₹1,453","₹2,421",40%,4.0,"2,060"
B0548792353,Producto Electronics 123,Electronics,"₹1,416","₹3,294",57%,4.1,"3,005"
B0799002091,Producto Electronics 124,Electronics,"₹1,920","₹3,622",47%,3.9,"2,343"
B0967945510,Producto Computers&Accessories 125,Computers&Accessories,₹300,₹749,60%,3.5,"1,619"
B0618437861,Producto Home&Kitchen 126,Home&Kitchen,₹231,₹513,55%,3.8,"7,313"
B0699583437,Producto OfficeProducts 127,OfficeProducts,₹469,₹651,28%,4.0,"2,500"
B0440275382,Producto Electronics 128,Electronics,₹497,"₹1,104",55%,3.8,"3,627"
B0794423226,Producto Computers&Accessories 129,Computers&Accessories,"₹1,171","₹2,019",42%,3.9,"3,105"
B0563339549,Producto Computers&Accessories 130,Computers&Accessories,₹63,₹139,55%,4.2,"2,821"
B0951080579,Producto Electronics 131,Electronics,₹786,"₹2,311",66%,4.1,"2,242"
B0169477118,Producto Electronics 132,Electronics,"₹1,856","₹4,124",55%,4.3,"10,126"
B0461086094,Producto Electronics 133,Electronics,"₹2,806","₹3,897",28%,4.1,"1,606"
B0952786594,Producto Toys&Games 134,Toys&Games,"₹1,124","₹1,629",31%,4.1,"1,760"
B0795018476,Producto Electronics 135,Electronics,₹562,"₹1,196",53%,3.8,"9,686"
B0431902006,Producto Computers&Accessories 136,Computers&Accessories,₹991,"₹1,944",49%,3.6,"2,181"
B0356281537,Producto Home&Kitchen 137,Home&Kitchen,₹759,"₹2,371",68%,4.0,"5,444"
B0896315371,Producto Computers&Accessories 138,Computers&Accessories,"₹1,307","₹2,562",49%,3.8,"3,026"
B0961675067,Producto Health&PersonalCare 139,Health&PersonalCare,₹509,₹878,42%,4.0,"4,097"
B0246038807,Producto Car&Motorbike 140,Car&Motorbike,₹228,₹415,45%,3.7,"11,665"
B0622811819,Producto Electronics 141,Electronics,"₹2,029","₹3,498",42%,4.2,"2,250"
B0485420126,Producto Computers&Accessories 142,Computers&Accessories,"₹1,162","₹1,735",33%,3.8,"5,797"
B0292378836,Producto Electronics 143,Electronics,"₹1,357","₹3,571",62%,4.0,"9,318"
B0361056002,Producto Electronics 144,Electronics,₹947,"₹1,661",43%,4.0,"7,280"
B0323107583,Producto Electronics 145,Electronics,"₹4,762","₹7,937",40%,4.3,"14,431"
B0564383045,Producto Computers&Accessories 146,Computers&Accessories,"₹2,234","₹3,385",34%,4.5,314
B0944878495,Producto Computers&Accessories 147,Computers&Accessories,"₹1,187","₹4,566",74%,4.6,"1,547"
B0126128257,Producto Electronics 148,Electronics,"₹3,005","₹4,117",27%,3.6,"1,117"
B0904617303,Producto Electronics 149,Electronics,"₹1,437","₹1,819",21%,3.8,"1,845"
B0216435820,Producto HomeImprovement 150,HomeImprovement,₹913,"₹1,548",41%,3.8,"4,760"
B0810566458,Producto Electronics 151,Electronics,"₹5,276","₹7,994",34%,4.1,"1,679"
B0271487995,Producto Electronics 152,Electronics,"₹2,591","₹4,113",37%,4.1,"1,724"
B0740763098,Producto Computers&Accessories 153,Computers&Accessories,₹431,₹918,53%,3.9,"4,929"
B0425796552,Producto Health&PersonalCare 154,Health&PersonalCare,₹153,₹306,50%,3.8,"6,340"
B0759633910,Producto Electronics 155,Electronics,₹996,"₹3,434",71%,3.8,"4,957"
B0515081741,Producto Home&Kitchen 156,Home&Kitchen,"₹2,148","₹3,255",34%,3.2,"3,935"
B0527346738,Producto Home&Kitchen 157,Home&Kitchen,"₹2,553","₹3,927",35%,3.6,489
B0395724682,Producto Electronics 158,Electronics,₹774,"₹1,579",51%,4.3,"2,663"
B0770709837,Producto Home&Kitchen 159,Home&Kitchen,₹848,"₹1,631",48%,4.4,"2,015"
B0578490191,Producto Computers&Accessories 160,Computers&Accessories,₹594,"₹1,263",53%,4.4,"3,390"
B0276461833,Producto Home&Kitchen 161,Home&Kitchen,₹281,₹375,25%,4.2,"3,571"
B0944961235,Producto Home&Kitchen 162,Home&Kitchen,₹931,"₹1,899",51%,3.7,429
B0550618703,Producto Computers&Accessories 163,Computers&Accessories,"₹1,212","₹2,331",48%,3.7,"2,257"
B0788988795,Producto Electronics 164,Electronics,"₹2,149","₹3,907",45%,3.5,"1,641"
B0976766393,Producto MusicalInstruments 165,MusicalInstruments,"₹1,339","₹2,195",39%,3.8,647
B0532635000,Producto Electronics 166,Electronics,"₹3,178","₹4,182",24%,4.0,"5,528"
B0636967759,Producto Electronics 167,Electronics,"₹1,871","₹4,068",54%,3.8,"4,238"
B0291634125,Producto Electronics 168,Electronics,"₹3,898","₹5,997",35%,4.1,"2,447"
B0361696052,Producto Computers&Accessories 169,Computers&Accessories,₹822,"₹1,027",20%,4.1,669
B0132388763,Producto Home&Kitchen 170,Home&Kitchen,"₹1,765","₹2,323",24%,3.8,"10,994"
B0447800849,Producto Electronics 171,Electronics,"₹3,367","₹5,612",40%,3.6,"2,648"
B0300391065,Producto Computers&Accessories 172,Computers&Accessories,"₹1,779","₹2,655",33%,4.4,"2,073"
B0845013605,Producto Electronics 173,Electronics,"₹1,706","₹3,412",50%,4.0,"2,814"
B0234477446,Producto Home&Kitchen 174,Home&Kitchen,₹372,"₹1,161",68%,4.6,"4,869"
B0998482092,Producto Electronics 175,Electronics,"₹2,181","₹3,116",30%,4.0,"14,480"
B0701143393,Producto Home&Kitchen 176,Home&Kitchen,₹627,"₹1,280",51%,4.1,"6,177"
B0611890414,Producto Computers&Accessories 177,Computers&Accessories,₹266,₹484,45%,3.7,"1,139"
B0402537414,Producto Toys&Games 178,Toys&Games,"₹1,427","₹3,037",53%,3.9,"8,134"
B0646664416,Producto Electronics 179,Electronics,"₹1,738","₹6,952",75%,3.7,"3,368"
B0546209971,Producto Electronics 180,Electronics,"₹6,429","₹10,539",39%,3.6,41
B0307584369,Producto Electronics 181,Electronics,"₹3,860","₹5,216",26%,4.2,"6,818"
B0239021798,Producto Toys&Games 182,Toys&Games,₹182,₹443,59%,4.0,"9,063"
B0499052564,Producto OfficeProducts 183,OfficeProducts,₹699,₹945,26%,3.8,"2,278"
B0479581680,Producto Electronics 184,Electronics,"₹2,922","₹5,963",51%,3.8,"2,186"
B0647598491,Producto Home&Kitchen 185,Home&Kitchen,₹292,₹550,47%,3.9,"8,300"
B0510784095,Producto Home&Kitchen 186,Home&Kitchen,"₹1,538","₹2,958",48%,4.3,"2,568"
B0388116779,Producto Computers&Accessories 187,Computers&Accessories,₹574,"₹1,473",61%,4.1,"12,422"
B0749525839,Producto Computers&Accessories 188,Computers&Accessories,"₹1,598","₹3,474",54%,3.7,"2,071"
B0254860855,Producto Electronics 189,Electronics,"₹6,132","₹8,637",29%,4.3,"3,691"
B0992256393,Producto Electronics 190,Electronics,"₹3,160","₹4,104",23%,4.4,"5,605"
B0792309654,Producto OfficeProducts 191,OfficeProducts,₹798,"₹1,735",54%,4.2,"6,040"
B0470640815,Producto HomeImprovement 192,HomeImprovement,₹127,₹245,48%,4.3,"2,405"
B0973961907,Producto Home&Kitchen 193,Home&Kitchen,₹109,₹456,76%,4.4,"9,214"
B0687358350,Producto Electronics 194,Electronics,₹753,"₹1,637",54%,3.6,"6,726"
B0366181631,Producto Electronics 195,Electronics,₹360,₹590,39%,4.5,"1,677"
B0370358326,Producto Home&Kitchen 196,Home&Kitchen,"₹1,955","₹3,258",40%,4.3,"6,756"
B0262471210,Producto OfficeProducts 197,OfficeProducts,₹544,"₹1,469",63%,4.2,"4,888"
B0866832177,Producto OfficeProducts 198,OfficeProducts,₹309,₹412,25%,3.9,"1,147"
B0490945029,Producto Home&Kitchen 199,Home&Kitchen,"₹1,359","₹4,853",72%,3.7,"6,079"
B0697322239,Producto Home&Kitchen 200,Home&Kitchen,₹581,₹985,41%,3.9,"7,553"
B0518904736,Producto Electronics 201,Electronics,"₹4,652","₹10,819",57%,4.2,"3,019"
B0956141885,Producto Electronics 202,Electronics,"₹6,139","₹10,963",44%,3.7,"4,894"
B0125327158,Producto OfficeProducts 203,OfficeProducts,₹299,₹393,24%,3.9,"2,197"
B0718001830,Producto Computers&Accessories 204,Computers&Accessories,"₹2,049","₹3,725",45%,3.7,"6,010"
B0250459787,Producto Electronics 205,Electronics,"₹3,633","₹7,124",49%,3.9,"9,459"
B0597246067,Producto Electronics 206,Electronics,₹999,"₹1,922",48%,3.6,"4,415"
B0803629283,Producto Home&Kitchen 207,Home&Kitchen,₹54,₹100,46%,3.6,"6,159"
B0909211934,Producto Electronics 208,Electronics,"₹4,394","₹5,858",25%,4.1,"7,155"
B0199892553,Producto Electronics 209,Electronics,₹415,"₹1,596",74%,3.9,"2,994"
B0663256244,Producto Computers&Accessories 210,Computers&Accessories,₹618,"₹1,873",67%,3.9,"3,413"
B0404991009,Producto Home&Kitchen 211,Home&Kitchen,₹909,"₹1,443",37%,3.8,"4,882"
B0885171624,Producto Home&Kitchen 212,Home&Kitchen,"₹1,005","₹1,896",47%,4.8,"16,539"
B0316508681,Producto Electronics 213,Electronics,"₹1,606","₹2,510",36%,4.2,"1,140"
B0381201098,Producto Home&Kitchen 214,Home&Kitchen,₹760,"₹1,521",50%,4.2,"7,494"
B0865557944,Producto Electronics 215,Electronics,"₹5,389","₹7,485",28%,3.8,"7,810"
B0853729869,Producto Electronics 216,Electronics,₹233,₹416,44%,4.2,"3,948"
B0301755138,Producto Home&Kitchen 217,Home&Kitchen,₹183,₹321,43%,3.9,"3,916"
B0515316408,Producto Home&Kitchen 218,Home&Kitchen,₹207,₹423,51%,3.8,"3,952"
B0569428896,Producto MusicalInstruments 219,MusicalInstruments,₹532,"₹1,611",67%,4.6,"6,364"
B0597583875,Producto Home&Kitchen 220,Home&Kitchen,₹582,"₹2,156",73%,4.2,"2,781"
B0151264422,Producto Computers&Accessories 221,Computers&Accessories,"₹2,244","₹4,234",47%,4.2,"4,227"
B0278158127,Producto Electronics 222,Electronics,"₹1,085","₹2,855",62%,3.8,"2,148"
B0656105981,Producto Computers&Accessories 223,Computers&Accessories,₹429,"₹1,788",76%,3.7,"8,082"
B0833568334,Producto Electronics 224,Electronics,"₹4,686","₹8,367",44%,4.0,545
B0398165647,Producto Electronics 225,Electronics,"₹2,764","₹3,893",29%,3.8,"6,275"
B0582806949,Producto Health&PersonalCare 226,Health&PersonalCare,₹253,₹367,31%,4.1,"8,420"
B0500526595,Producto Computers&Accessories 227,Computers&Accessories,"₹3,354","₹3,900",14%,4.1,"3,513"
B0991434871,Producto OfficeProducts 228,OfficeProducts,₹381,"₹1,155",67%,4.1,"19,098"
B0616540534,Producto Home&Kitchen 229,Home&Kitchen,₹686,"₹1,673",59%,4.3,"8,098"
B0689213594,Producto Home&Kitchen 230,Home&Kitchen,₹255,₹773,67%,4.1,"7,138"
B0252289749,Producto Computers&Accessories 231,Computers&Accessories,₹384,₹872,56%,3.8,510
B0774313685,Producto Computers&Accessories 232,Computers&Accessories,₹694,₹950,27%,3.9,"7,604"
B0304749584,Producto Computers&Accessories 233,Computers&Accessories,₹570,"₹1,000",43%,4.0,"1,681"
B0130596588,Producto Electronics 234,Electronics,₹501,"₹1,473",66%,4.3,"2,110"
B0916584543,Producto Home&Kitchen 235,Home&Kitchen,₹315,₹807,61%,4.1,"6,311"
B0193582835,Producto Electronics 236,Electronics,"₹1,616","₹3,297",51%,3.9,"2,052"
B0454747461,Producto Electronics 237,Electronics,"₹2,522","₹3,603",30%,4.2,"3,318"
B0268891061,Producto Home&Kitchen 238,Home&Kitchen,₹369,₹444,17%,4.0,"7,385"
B0567274592,Producto Electronics 239,Electronics,"₹1,766","₹4,013",56%,4.5,"19,053"
B0388144135,Producto Toys&Games 240,Toys&Games,₹273,₹802,66%,4.1,"3,119"
B0538982001,Producto Car&Motorbike 241,Car&Motorbike,₹356,"₹1,147",69%,3.8,"4,195"
B0545659132,Producto HomeImprovement 242,HomeImprovement,₹349,₹601,42%,4.3,"14,993"
B0318775732,Producto Computers&Accessories 243,Computers&Accessories,₹212,₹756,72%,3.9,"10,699"
B0326045923,Producto Electronics 244,Electronics,"₹3,716","₹5,022",26%,4.0,"1,620"
B0576048388,Producto Toys&Games 245,Toys&Games,₹287,₹797,64%,4.1,"3,121"
B0793216452,Producto Computers&Accessories 246,Computers&Accessories,"₹1,618","₹2,697",40%,4.0,
B0872165678,Producto Car&Motorbike 247,Car&Motorbike,₹599,₹881,32%,3.9,327
B0421585097,Producto Car&Motorbike 248,Car&Motorbike,₹366,₹795,54%,3.6,"8,854"
B0299151143,Producto OfficeProducts 249,OfficeProducts,₹899,"₹1,342",33%,3.7,"8,944"
B0170079097,Producto Electronics 250,Electronics,"₹1,602","₹2,627",39%,4.3,"3,488"
B0464789382,Producto Computers&Accessories 251,Computers&Accessories,"₹1,263","₹2,339",46%,4.1,"14,499"
B0936785291,Producto OfficeProducts 252,OfficeProducts,₹269,₹625,57%,4.6,"9,430"
B0326451293,Producto Electronics 253,Electronics,₹777,"₹1,618",52%,3.7,"1,149"
B0481744792,Producto Electronics 254,Electronics,"₹1,613","₹2,304",30%,|,"3,992"
B0454985499,Producto Computers&Accessories 255,Computers&Accessories,"₹2,264","₹7,302",69%,4.4,"3,412"
B0521492138,Producto Toys&Games 256,Toys&Games,₹147,₹408,64%,3.9,"6,026"
B0248705868,Producto Home&Kitchen 257,Home&Kitchen,₹529,"₹1,323",60%,3.9,"1,260"
B0193376048,Producto Computers&Accessories 258,Computers&Accessories,₹638,"₹1,204",47%,3.9,"14,011"
B0455293013,Producto Electronics 259,Electronics,"₹1,688","₹3,184",47%,3.9,"6,833"
B0551909905,Producto Computers&Accessories 260,Computers&Accessories,₹727,"₹1,136",36%,4.1,"2,751"
B0284436250,Producto Health&PersonalCare 261,Health&PersonalCare,₹180,₹327,45%,3.5,"4,137"
B0705696839,Producto Electronics 262,Electronics,₹361,₹820,56%,4.5,"6,016"
B0660624348,Producto Computers&Accessories 263,Computers&Accessories,₹941,"₹2,240",58%,3.8,"15,206"
B0476962681,Producto OfficeProducts 264,OfficeProducts,₹164,₹497,67%,3.5,"3,946"
B0705772136,Producto Home&Kitchen 265,Home&Kitchen,"₹1,142","₹1,813",37%,4.0,"4,706"
B0141960441,Producto Home&Kitchen 266,Home&Kitchen,₹465,"₹1,192",61%,3.9,"1,046"
B0659823940,Producto Home&Kitchen 267,Home&Kitchen,₹272,₹664,59%,4.0,"6,014"
B0199454534,Producto Computers&Accessories 268,Computers&Accessories,₹533,₹874,39%,4.1,"6,040"
B0892967829,Producto Electronics 269,Electronics,"₹2,987","₹3,319",10%,4.1,984
B0143103662,Producto Home&Kitchen 270,Home&Kitchen,"₹2,126","₹2,995",29%,4.4,"7,891"
B0988120053,Producto Home&Kitchen 271,Home&Kitchen,₹606,₹777,22%,3.8,227
B0464129987,Producto OfficeProducts 272,OfficeProducts,₹60,₹100,40%,4.2,"3,852"
B0939367711,Producto HomeImprovement 273,HomeImprovement,₹698,"₹1,164",40%,4.2,935
B0414922962,Producto Computers&Accessories 274,Computers&Accessories,"₹2,510","₹4,649",46%,3.3,"3,143"
B0878297964,Producto Computers&Accessories 275,Computers&Accessories,"₹1,107","₹3,075",64%,3.8,"3,293"
B0403949664,Producto Home&Kitchen 276,Home&Kitchen,₹225,₹402,44%,3.6,"5,208"
B0491073280,Producto Home&Kitchen 277,Home&Kitchen,₹506,"₹1,367",63%,4.2,"5,419"
B0805183925,Producto Home&Kitchen 278,Home&Kitchen,"₹1,661","₹2,244",26%,4.1,"5,342"
B0104725421,Producto Home&Kitchen 279,Home&Kitchen,₹563,₹880,36%,4.1,"4,433"
B0212454312,Producto OfficeProducts 280,OfficeProducts,₹325,₹422,23%,3.9,"7,574"
